Genotype	CL	Fix	pop$	FID$
Z025E0167	130.861483703463	1	NAMRIL	Z025
Z025E0168	133.059569544621	1	NAMRIL	Z025
Z025E0169	112.91007031654	1	NAMRIL	Z025
Z025E0170	134.941054878622	1	NAMRIL	Z025
Z025E0171	108.819270104017	1	NAMRIL	Z025
Z025E0172	135.040335815887	1	NAMRIL	Z025
Z025E0173	126.598671203463	1	NAMRIL	Z025
Z025E0174	140.280629460592	1	NAMRIL	Z025
Z025E0175	127.44021357622	1	NAMRIL	Z025
Z025E0176	144.812990841931	1	NAMRIL	Z025
Z025E0177	126.96497996665	1	NAMRIL	Z025
Z025E0178	128.82546003653	1	NAMRIL	Z025
Z025E0179	108.796562270502	1	NAMRIL	Z025
Z025E0180	144.674819496171	1	NAMRIL	Z025
Z025E0181	126.149210187053	1	NAMRIL	Z025
Z025E0182	121.906270104017	1	NAMRIL	Z025
Z025E0183	128.538907244458	1	NAMRIL	Z025
Z025E0184	144.083192958744	1	NAMRIL	Z025
Z025E0185	140.629819496171	1	NAMRIL	Z025
Z025E0186	140.168671203463	1	NAMRIL	Z025
Z025E0187	134.985660241372	1	NAMRIL	Z025
Z025E0188	158.099819496171	1	NAMRIL	Z025
Z025E0189	159.691394906096	1	NAMRIL	Z025
Z025E0190	114.263705127645	1	NAMRIL	Z025
Z025E0191	125.309819496172	1	NAMRIL	Z025
Z025E0192	133.808297375712	1	NAMRIL	Z025
Z025E0193	103.578061572763	1	NAMRIL	Z025
Z025E0194	148.679921203464	1	NAMRIL	Z025
Z025E0195	116.973635238087	1	NAMRIL	Z025
Z025E0196	165.284605349781	1	NAMRIL	Z025
Z025E0197	97.7670132093534	1	NAMRIL	Z025
Z025E0198	123.447316287969	1	NAMRIL	Z025
Z025E0199	145.521431993834	1	NAMRIL	Z025
Z025E0200	136.600652829505	1	NAMRIL	Z025
Z025E0201	138.139921424826	1	NAMRIL	Z025
Z025E0202	117.588229729713	1	NAMRIL	Z025
Z025E0211	68.7395098611407	1	NAMRIL	Z025
Z025E0218	116.638963705419	1	NAMRIL	Z025
Z025E0226	109.239509861141	1	NAMRIL	Z025
Z025E0238	87.3114151662902	1	NAMRIL	Z025
Z025E0246	147.239509861141	1	NAMRIL	Z025
Z025E0267	116.739509861141	1	NAMRIL	Z025
Z026E0001	129.630380709047	1	NAMRIL	Z026
Z026E0002	110.317108703462	1	NAMRIL	Z026
Z026E0003	126.225144906096	1	NAMRIL	Z026
Z026E0004	113.520335815888	1	NAMRIL	Z026
Z026E0005	111.213685767681	1	NAMRIL	Z026
Z026E0006	118.56182555295	1	NAMRIL	Z026
Z026E0007	109.768046203463	1	NAMRIL	Z026
Z026E0008	134.786215551604	1	NAMRIL	Z026
Z026E0009	123.72007031654	1	NAMRIL	Z026
Z026E0010	101.312408660981	1	NAMRIL	Z026
Z026E0011	124.373727773265	1	NAMRIL	Z026
Z026E0012	124.034712865962	1	NAMRIL	Z026
Z026E0013	106.698347947845	1	NAMRIL	Z026
Z026E0014	117.902572580377	1	NAMRIL	Z026
Z026E0015	104.127621537182	1	NAMRIL	Z026
Z026E0016	92.0465686058724	1	NAMRIL	Z026
Z026E0017	109.389543310109	1	NAMRIL	Z026
Z026E0018	107.177047375713	1	NAMRIL	Z026
Z026E0019	110.994524749759	1	NAMRIL	Z026
Z026E0020	115.321759259236	1	NAMRIL	Z026
Z026E0021	129.640971881537	1	NAMRIL	Z026
Z026E0022	111.970370370347	1	NAMRIL	Z026
Z026E0023	112.07569531654	1	NAMRIL	Z026
Z026E0024	116.759621530175	1	NAMRIL	Z026
Z026E0025	115.204444143104	1	NAMRIL	Z026
Z026E0026	136.490971881538	1	NAMRIL	Z026
Z026E0027	141.476270104018	1	NAMRIL	Z026
Z026E0028	125.358569496171	1	NAMRIL	Z026
Z026E0029	124.562733703463	1	NAMRIL	Z026
Z026E0030	137.04704331011	1	NAMRIL	Z026
Z026E0031	106.63707135569	1	NAMRIL	Z026
Z026E0032	102.547644906096	1	NAMRIL	Z026
Z026E0033	111.619547375713	1	NAMRIL	Z026
Z026E0034	118.456033359523	1	NAMRIL	Z026
Z026E0035	124.616986701138	1	NAMRIL	Z026
Z026E0036	127.803258538384	1	NAMRIL	Z026
Z026E0037	113.996796203464	1	NAMRIL	Z026
Z026E0038	101.483685097148	1	NAMRIL	Z026
Z026E0039	133.823347984788	1	NAMRIL	Z026
Z026E0040	128.521686167252	1	NAMRIL	Z026
Z026E0041	100.167491692856	1	NAMRIL	Z026
Z026E0042	107.130797375711	1	NAMRIL	Z026
Z026E0043	122.623046203463	1	NAMRIL	Z026
Z026E0044	106.780847984788	1	NAMRIL	Z026
Z026E0045	88.8961712034643	1	NAMRIL	Z026
Z026E0046	99.538114738679	1	NAMRIL	Z026
Z026E0047	130.783114738682	1	NAMRIL	Z026
Z026E0048	136.90624387239	1	NAMRIL	Z026
Z026E0049	117.661880242883	1	NAMRIL	Z026
Z026E0050	127.201796203463	1	NAMRIL	Z026
Z026E0051	104.322835815887	1	NAMRIL	Z026
Z026E0052	93.6494301276881	1	NAMRIL	Z026
Z026E0053	98.9506996765655	1	NAMRIL	Z026
Z026E0054	131.720720859523	1	NAMRIL	Z026
Z026E0055	118.229900452966	1	NAMRIL	Z026
Z026E0056	120.456171203463	1	NAMRIL	Z026
Z026E0057	107.849608703463	1	NAMRIL	Z026
Z026E0058	129.939622823795	1	NAMRIL	Z026
Z026E0059	126.111543397602	1	NAMRIL	Z026
Z026E0060	109.080133699074	1	NAMRIL	Z026
Z026E0061	127.384814814791	1	NAMRIL	Z026
Z026E0062	137.617622319472	1	NAMRIL	Z026
Z026E0063	114.056185767682	1	NAMRIL	Z026
Z026E0064	102.092431993831	1	NAMRIL	Z026
Z026E0065	117.979776556217	1	NAMRIL	Z026
Z026E0066	125.671214042381	1	NAMRIL	Z026
Z026E0067	114.345858703463	1	NAMRIL	Z026
Z026E0068	151.810444640379	1	NAMRIL	Z026
Z026E0069	102.533046203464	1	NAMRIL	Z026
Z026E0070	96.0799004529667	1	NAMRIL	Z026
Z026E0071	126.601329024394	1	NAMRIL	Z026
Z026E0072	107.042121530173	1	NAMRIL	Z026
Z026E0073	114.563907244459	1	NAMRIL	Z026
Z026E0074	112.314296203464	1	NAMRIL	Z026
Z026E0075	118.162733703463	1	NAMRIL	Z026
Z026E0076	116.184042910539	1	NAMRIL	Z026
Z026E0077	111.860262655232	1	NAMRIL	Z026
Z026E0078	94.272204870515	1	NAMRIL	Z026
Z026E0079	110.098671203463	1	NAMRIL	Z026
Z026E0080	88.2557208595227	1	NAMRIL	Z026
Z026E0081	97.8463290243952	1	NAMRIL	Z026
Z026E0082	133.460257595823	1	NAMRIL	Z026
Z026E0083	108.077122823795	1	NAMRIL	Z026
Z026E0084	97.8809718815379	1	NAMRIL	Z026
Z026E0085	109.875095859523	1	NAMRIL	Z026
Z026E0086	97.8905462034625	1	NAMRIL	Z026
Z026E0087	99.7334718815382	1	NAMRIL	Z026
Z026E0088	122.18347391765	1	NAMRIL	Z026
Z026E0089	113.08082795429	1	NAMRIL	Z026
Z026E0090	115.759186167252	1	NAMRIL	Z026
Z026E0091	149.90847823943	1	NAMRIL	Z026
Z026E0092	135.851811572763	1	NAMRIL	Z026
Z026E0093	126.255546203463	1	NAMRIL	Z026
Z026E0094	127.848358703463	1	NAMRIL	Z026
Z026E0095	134.086824418268	1	NAMRIL	Z026
Z026E0096	116.115858703462	1	NAMRIL	Z026
Z026E0097	128.756945316541	1	NAMRIL	Z026
Z026E0098	141.635214303149	1	NAMRIL	Z026
Z026E0099	131.743530707931	1	NAMRIL	Z026
Z026E0100	110.062685185161	1	NAMRIL	Z026
Z026E0101	145.040490841931	1	NAMRIL	Z026
Z026E0102	142.600257595824	1	NAMRIL	Z026
Z026E0103	118.300971881538	1	NAMRIL	Z026
Z026E0104	125.222733703463	1	NAMRIL	Z026
Z026E0105	114.917441504375	1	NAMRIL	Z026
Z026E0106	144.112048884934	1	NAMRIL	Z026
Z026E0107	116.716185767682	1	NAMRIL	Z026
Z026E0108	111.264296203464	1	NAMRIL	Z026
Z026E0109	121.889400365963	1	NAMRIL	Z026
Z026E0110	125.806171203463	1	NAMRIL	Z026
Z026E0111	138.117970811433	1	NAMRIL	Z026
Z026E0112	134.290626324241	1	NAMRIL	Z026
Z026E0113	118.244900452969	1	NAMRIL	Z026
Z026E0114	104.483671203462	1	NAMRIL	Z026
Z026E0115	115.201686167253	1	NAMRIL	Z026
Z026E0116	114.892400452967	1	NAMRIL	Z026
Z026E0117	118.676630709047	1	NAMRIL	Z026
Z026E0118	120.052622319474	1	NAMRIL	Z026
Z026E0119	126.033829024394	1	NAMRIL	Z026
Z026E0120	129.852827168086	1	NAMRIL	Z026
Z026E0121	107.300538986139	1	NAMRIL	Z026
Z026E0122	113.916226990974	1	NAMRIL	Z026
Z026E0123	96.8486408954058	1	NAMRIL	Z026
Z026E0124	122.851552537284	1	NAMRIL	Z026
Z026E0125	137.773471881538	1	NAMRIL	Z026
Z026E0126	130.114158359522	1	NAMRIL	Z026
Z026E0127	112.099776556217	1	NAMRIL	Z026
Z026E0128	118.920971881538	1	NAMRIL	Z026
Z026E0129	120.387478673031	1	NAMRIL	Z026
Z026E0130	115.433983703463	1	NAMRIL	Z026
Z026E0131	98.8020433101084	1	NAMRIL	Z026
Z026E0132	118.122043310108	1	NAMRIL	Z026
Z026E0133	113.884264387316	1	NAMRIL	Z026
Z026E0134	91.2021087034627	1	NAMRIL	Z026
Z026E0135	115.885546203462	1	NAMRIL	Z026
Z026E0136	111.722757595823	1	NAMRIL	Z026
Z026E0137	131.572319496171	1	NAMRIL	Z026
Z026E0138	142.867733703463	1	NAMRIL	Z026
Z026E0139	133.009608703463	1	NAMRIL	Z026
Z026E0140	103.161050101602	1	NAMRIL	Z026
Z026E0141	133.963666639333	1	NAMRIL	Z026
Z026E0142	132.836856834638	1	NAMRIL	Z026
Z026E0143	139.053747734425	1	NAMRIL	Z026
Z026E0144	115.537835815888	1	NAMRIL	Z026
Z026E0145	116.664921203463	1	NAMRIL	Z026
Z026E0146	105.147613668575	1	NAMRIL	Z026
Z026E0147	106.833685097147	1	NAMRIL	Z026
Z026E0148	91.0163715371824	1	NAMRIL	Z026
Z026E0149	122.505435995561	1	NAMRIL	Z026
Z026E0150	105.137421203464	1	NAMRIL	Z026
Z026E0151	98.0286712034633	1	NAMRIL	Z026
Z026E0152	120.51384178217	1	NAMRIL	Z026
Z026E0153	106.990616692855	1	NAMRIL	Z026
Z026E0154	120.589765082038	1	NAMRIL	Z026
Z026E0155	111.087047375712	1	NAMRIL	Z026
Z026E0156	115.504643468746	1	NAMRIL	Z026
Z026E0157	124.956630709046	1	NAMRIL	Z026
Z026E0158	115.133907244459	1	NAMRIL	Z026
Z026E0159	162.348550101602	1	NAMRIL	Z026
Z026E0160	172.210233703462	1	NAMRIL	Z026
Z026E0161	118.119900452966	1	NAMRIL	Z026
Z026E0162	111.593637526189	1	NAMRIL	Z026
Z026E0163	104.501171203463	1	NAMRIL	Z026
Z026E0164	113.408358703464	1	NAMRIL	Z026
Z026E0165	124.261645544494	1	NAMRIL	Z026
Z026E0166	105.008358703463	1	NAMRIL	Z026
Z026E0167	109.595546203463	1	NAMRIL	Z026
Z026E0168	113.996171203463	1	NAMRIL	Z026
Z026E0169	116.572733703462	1	NAMRIL	Z026
Z026E0170	108.343550101602	1	NAMRIL	Z026
Z026E0171	121.353671203463	1	NAMRIL	Z026
Z026E0172	110.766483703463	1	NAMRIL	Z026
Z026E0173	142.466764387318	1	NAMRIL	Z026
Z026E0174	128.368358703464	1	NAMRIL	Z026
Z026E0175	129.582733703463	1	NAMRIL	Z026
Z026E0176	112.249921203464	1	NAMRIL	Z026
Z026E0177	107.283550101602	1	NAMRIL	Z026
Z026E0178	112.276902829505	1	NAMRIL	Z026
Z026E0179	145.627970811432	1	NAMRIL	Z026
Z026E0180	123.245652829505	1	NAMRIL	Z026
Z026E0181	65.2137852631716	1	NAMRIL	Z026
Z026E0182	111.861562270502	1	NAMRIL	Z026
Z026E0183	125.01060761693	1	NAMRIL	Z026
Z026E0184	101.030233703464	1	NAMRIL	Z026
Z026E0185	107.825858703461	1	NAMRIL	Z026
Z026E0186	123.732108703463	1	NAMRIL	Z026
Z026E0187	96.1508279542896	1	NAMRIL	Z026
Z026E0188	100.334608703464	1	NAMRIL	Z026
Z026E0189	107.714608703464	1	NAMRIL	Z026
Z026E0190	125.838192958745	1	NAMRIL	Z026
Z026E0191	119.156171203463	1	NAMRIL	Z026
Z026E0192	130.904621530174	1	NAMRIL	Z026
Z026E0193	123.3521160065	1	NAMRIL	Z026
Z026E0194	119.702824418269	1	NAMRIL	Z026
Z026E0195	117.519608703463	1	NAMRIL	Z026
Z026E0196	117.060614738681	1	NAMRIL	Z026
Z026E0197	112.481171203464	1	NAMRIL	Z026
Z026E0198	103.922664302078	1	NAMRIL	Z026
Z026E0199	100.192390105652	1	NAMRIL	Z026
Z026E0200	102.460546203462	1	NAMRIL	Z026
Z026E0201	137.944892065964	1	NAMRIL	Z026
Z026E0202	118.127455311428	1	NAMRIL	Z026
Z026E0222	122.239509861141	1	NAMRIL	Z026
Z026E0225	96.2395098611408	1	NAMRIL	Z026
Z026E0230	84.7395098611408	1	NAMRIL	Z026
Z026E0231	127.239509861141	1	NAMRIL	Z026
Z026E0232	121.739509861141	1	NAMRIL	Z026
B73xZ001E0002	169.450000000017	1	BxRIL	Z001
B73xZ001E0003	166.708333333334	1	BxRIL	Z001
B73xZ001E0004	176.138333333334	1	BxRIL	Z001
B73xZ001E0006	142.53707603974	1	BxRIL	Z001
B73xZ001E0016	182.380000000001	1	BxRIL	Z001
B73xZ001E0030	173.992690099353	1	BxRIL	Z001
B73xZ001E0038	197.110000000003	1	BxRIL	Z001
B73xZ001E0078	176.056666666668	1	BxRIL	Z001
B73xZ001E0101	176.271666666667	1	BxRIL	Z001
B73xZ001E0112	127.927499999999	1	BxRIL	Z001
B73xZ001E0128	156.411666666667	1	BxRIL	Z001
B73xZ001E0151	178.318333333334	1	BxRIL	Z001
B73xZ001E0170	155.91	1	BxRIL	Z001
B73xZ001E0198	163.450190099353	1	BxRIL	Z001
B73xZ002E0001	166.523076039742	1	BxRIL	Z002
B73xZ002E0023	168.976666666667	1	BxRIL	Z002
B73xZ002E0046	152.935	1	BxRIL	Z002
B73xZ002E0106	165.517076039743	1	BxRIL	Z002
B73xZ002E0116	172.017076039741	1	BxRIL	Z002
B73xZ002E0126	186.378333333335	1	BxRIL	Z002
B73xZ002E0136	158.583076039741	1	BxRIL	Z002
B73xZ002E0152	184.171666666665	1	BxRIL	Z002
B73xZ002E0156	179.663333333335	1	BxRIL	Z002
B73xZ002E0159	193.806666666666	1	BxRIL	Z002
B73xZ002E0163	154.779076039741	1	BxRIL	Z002
B73xZ002E0175	199.381666666667	1	BxRIL	Z002
B73xZ002E0187	174.043333333334	1	BxRIL	Z002
B73xZ002E0193	169.578333333334	1	BxRIL	Z002
B73xZ002E0197	176.077076039741	1	BxRIL	Z002
B73xZ002E0217	167.663076039742	1	BxRIL	Z002
B73xZ003E0008	197.932690099354	1	BxRIL	Z003
B73xZ003E0022	163.445	1	BxRIL	Z003
B73xZ003E0071	164.815000000001	1	BxRIL	Z003
B73xZ003E0075	152.687076039745	1	BxRIL	Z003
B73xZ003E0077	149.960000000002	1	BxRIL	Z003
B73xZ003E0088	175.931666666667	1	BxRIL	Z003
B73xZ003E0098	165.445190099353	1	BxRIL	Z003
B73xZ003E0195	147.895000000002	1	BxRIL	Z003
B73xZ003E0197	177.648333333334	1	BxRIL	Z003
B73xZ003E0212	171.115000000001	1	BxRIL	Z003
B73xZ004E0001	159.605	1	BxRIL	Z004
B73xZ004E0005	143.215000000004	1	BxRIL	Z004
B73xZ004E0021	164.441666666667	1	BxRIL	Z004
B73xZ004E0027	150.909076039742	1	BxRIL	Z004
B73xZ004E0040	159.860190099354	1	BxRIL	Z004
B73xZ004E0043	179.41	1	BxRIL	Z004
B73xZ004E0046	156.631666666666	1	BxRIL	Z004
B73xZ004E0049	141.676923960254	1	BxRIL	Z004
B73xZ004E0052	179.911666666669	1	BxRIL	Z004
B73xZ004E0054	153.561666666666	1	BxRIL	Z004
B73xZ004E0058	157.970190099354	1	BxRIL	Z004
B73xZ004E0061	170.065000000001	1	BxRIL	Z004
B73xZ004E0063	150.566666666667	1	BxRIL	Z004
B73xZ004E0069	175.87892396026	1	BxRIL	Z004
B73xZ004E0071	151.208333333338	1	BxRIL	Z004
B73xZ004E0081	144.963333333334	1	BxRIL	Z004
B73xZ004E0083	162.778713532038	1	BxRIL	Z004
B73xZ004E0096	148.31507603974	1	BxRIL	Z004
B73xZ004E0098	159.837076039741	1	BxRIL	Z004
B73xZ004E0102	145.556666666669	1	BxRIL	Z004
B73xZ004E0111	166.180000000001	1	BxRIL	Z004
B73xZ004E0115	184.787690099353	1	BxRIL	Z004
B73xZ004E0126	163.271666666667	1	BxRIL	Z004
B73xZ004E0136	166.596666666667	1	BxRIL	Z004
B73xZ004E0141	192.34166666667	1	BxRIL	Z004
B73xZ004E0161	167.320000000001	1	BxRIL	Z004
B73xZ004E0162	155.655380198704	1	BxRIL	Z004
B73xZ004E0163	170.286666666667	1	BxRIL	Z004
B73xZ004E0175	184.017690099354	1	BxRIL	Z004
B73xZ004E0190	174.288713532038	1	BxRIL	Z004
B73xZ004E0191	182.279999999999	1	BxRIL	Z004
B73xZ004E0199	165.016666666667	1	BxRIL	Z004
B73xZ004E0208	154.677076039741	1	BxRIL	Z004
B73xZ004E0232	174.983333333334	1	BxRIL	Z004
B73xZ005E0004	194.168333333339	1	BxRIL	Z005
B73xZ005E0012	171.293333333334	1	BxRIL	Z005
B73xZ005E0013	185.084999999998	1	BxRIL	Z005
B73xZ005E0014	192.280000000005	1	BxRIL	Z005
B73xZ005E0021	195.258333333332	1	BxRIL	Z005
B73xZ005E0027	186.455076039742	1	BxRIL	Z005
B73xZ005E0042	193.243333333337	1	BxRIL	Z005
B73xZ005E0043	154.245000000002	1	BxRIL	Z005
B73xZ005E0048	167.567690099353	1	BxRIL	Z005
B73xZ005E0055	173.816666666668	1	BxRIL	Z005
B73xZ005E0061	161.255076039742	1	BxRIL	Z005
B73xZ005E0063	164.681076039742	1	BxRIL	Z005
B73xZ005E0066	126.478713532036	1	BxRIL	Z005
B73xZ005E0075	158.596666666667	1	BxRIL	Z005
B73xZ005E0079	178.195000000002	1	BxRIL	Z005
B73xZ005E0083	155.651666666668	1	BxRIL	Z005
B73xZ005E0093	172.048333333334	1	BxRIL	Z005
B73xZ005E0096	174.871539933765	1	BxRIL	Z005
B73xZ005E0097	177.615000000001	1	BxRIL	Z005
B73xZ005E0099	171.506666666667	1	BxRIL	Z005
B73xZ005E0100	143.165380198709	1	BxRIL	Z005
B73xZ005E0111	186.614809900647	1	BxRIL	Z005
B73xZ005E0112	183.001666666666	1	BxRIL	Z005
B73xZ005E0113	169.345000000001	1	BxRIL	Z005
B73xZ005E0117	156.128460066237	1	BxRIL	Z005
B73xZ005E0119	145.408333333331	1	BxRIL	Z005
B73xZ005E0139	181.856666666666	1	BxRIL	Z005
B73xZ005E0149	178.976923960261	1	BxRIL	Z005
B73xZ005E0155	174.229076039742	1	BxRIL	Z005
B73xZ005E0158	176.829076039741	1	BxRIL	Z005
B73xZ005E0173	192.026666666667	1	BxRIL	Z005
B73xZ006E0012	143.928333333334	1	BxRIL	Z006
B73xZ006E0016	175.12092396026	1	BxRIL	Z006
B73xZ006E0027	169.335000000001	1	BxRIL	Z006
B73xZ006E0028	187.760000000004	1	BxRIL	Z006
B73xZ006E0041	171.905000000001	1	BxRIL	Z006
B73xZ006E0088	178.733076039742	1	BxRIL	Z006
B73xZ006E0124	139.935000000002	1	BxRIL	Z006
B73xZ006E0125	159.536666666668	1	BxRIL	Z006
B73xZ006E0147	164.587076039743	1	BxRIL	Z006
B73xZ006E0154	149.201286467958	1	BxRIL	Z006
B73xZ006E0160	174.845076039742	1	BxRIL	Z006
B73xZ006E0171	174.370000000001	1	BxRIL	Z006
B73xZ006E0179	173.900000000001	1	BxRIL	Z006
B73xZ006E0189	157.055076039742	1	BxRIL	Z006
B73xZ006E0193	181.468333333335	1	BxRIL	Z006
B73xZ006E0196	194.374999999999	1	BxRIL	Z006
B73xZ007E0015	161.006666666667	1	BxRIL	Z007
B73xZ007E0117	180.089076039742	1	BxRIL	Z007
B73xZ007E0123	183.463076039742	1	BxRIL	Z007
B73xZ008E0006	176.878333333335	1	BxRIL	Z008
B73xZ008E0009	190.990000000001	1	BxRIL	Z008
B73xZ008E0013	182.768923960263	1	BxRIL	Z008
B73xZ008E0017	180.978333333333	1	BxRIL	Z008
B73xZ008E0033	178.560000000002	1	BxRIL	Z008
B73xZ008E0040	165.445000000001	1	BxRIL	Z008
B73xZ008E0041	189.385000000002	1	BxRIL	Z008
B73xZ008E0047	150.506666666669	1	BxRIL	Z008
B73xZ008E0054	138.527953134631	1	BxRIL	Z008
B73xZ008E0056	173.927690099353	1	BxRIL	Z008
B73xZ008E0059	145.591666666668	1	BxRIL	Z008
B73xZ008E0062	162.235000000001	1	BxRIL	Z008
B73xZ008E0064	133.378333333329	1	BxRIL	Z008
B73xZ008E0072	199.781666666667	1	BxRIL	Z008
B73xZ008E0075	177.95	1	BxRIL	Z008
B73xZ008E0094	197.433333333332	1	BxRIL	Z008
B73xZ008E0099	143.175076039744	1	BxRIL	Z008
B73xZ008E0123	166.416666666668	1	BxRIL	Z008
B73xZ008E0127	140.669076039743	1	BxRIL	Z008
B73xZ008E0134	162.931666666667	1	BxRIL	Z008
B73xZ008E0139	145.681666666668	1	BxRIL	Z008
B73xZ008E0141	165.639076039742	1	BxRIL	Z008
B73xZ008E0143	183.415000000001	1	BxRIL	Z008
B73xZ008E0172	163.121666666667	1	BxRIL	Z008
B73xZ008E0174	160.628333333334	1	BxRIL	Z008
B73xZ008E0177	166.411666666668	1	BxRIL	Z008
B73xZ008E0178	150.56166666667	1	BxRIL	Z008
B73xZ008E0183	171.595190099353	1	BxRIL	Z008
B73xZ009E0015	193.789076039739	1	BxRIL	Z009
B73xZ009E0025	182.031666666667	1	BxRIL	Z009
B73xZ009E0031	192.920000000004	1	BxRIL	Z009
B73xZ009E0051	170.656666666667	1	BxRIL	Z009
B73xZ009E0055	162.065000000001	1	BxRIL	Z009
B73xZ009E0061	185.665190099353	1	BxRIL	Z009
B73xZ009E0062	176.645000000001	1	BxRIL	Z009
B73xZ009E0063	166.11	1	BxRIL	Z009
B73xZ009E0082	161.452690099353	1	BxRIL	Z009
B73xZ009E0095	176.102046865372	1	BxRIL	Z009
B73xZ009E0096	171.600190099353	1	BxRIL	Z009
B73xZ009E0114	167.928333333334	1	BxRIL	Z009
B73xZ009E0125	190.830190099354	1	BxRIL	Z009
B73xZ009E0133	163.757690099353	1	BxRIL	Z009
B73xZ009E0136	190.603076039742	1	BxRIL	Z009
B73xZ009E0137	156.25	1	BxRIL	Z009
B73xZ009E0143	175.481666666667	1	BxRIL	Z009
B73xZ009E0145	189.436666666665	1	BxRIL	Z009
B73xZ009E0149	189.848713532039	1	BxRIL	Z009
B73xZ009E0150	177.931076039741	1	BxRIL	Z009
B73xZ009E0153	164.825380198706	1	BxRIL	Z009
B73xZ009E0155	193.555076039743	1	BxRIL	Z009
B73xZ009E0167	185.085076039738	1	BxRIL	Z009
B73xZ009E0169	195.743076039746	1	BxRIL	Z009
B73xZ009E0170	163.667690099354	1	BxRIL	Z009
B73xZ009E0173	150.950190099353	1	BxRIL	Z009
B73xZ009E0176	182.395076039742	1	BxRIL	Z009
B73xZ009E0177	197.867690099352	1	BxRIL	Z009
B73xZ009E0178	173.707690099353	1	BxRIL	Z009
B73xZ009E0179	189.438333333332	1	BxRIL	Z009
B73xZ009E0193	173.058333333334	1	BxRIL	Z009
B73xZ009E0219	159.085076039742	1	BxRIL	Z009
B73xZ010E0001	171.223333333334	1	BxRIL	Z010
B73xZ010E0002	199.888333333332	1	BxRIL	Z010
B73xZ010E0009	182.566666666667	1	BxRIL	Z010
B73xZ010E0055	176.511666666668	1	BxRIL	Z010
B73xZ010E0062	178.723076039741	1	BxRIL	Z010
B73xZ010E0141	182.300000000001	1	BxRIL	Z010
B73xZ010E0146	163.593333333334	1	BxRIL	Z010
B73xZ010E0148	202.586666666669	1	BxRIL	Z010
B73xZ010E0149	185.861666666668	1	BxRIL	Z010
B73xZ010E0154	152.95907603974	1	BxRIL	Z010
B73xZ010E0175	174.253333333334	1	BxRIL	Z010
B73xZ010E0182	188.018333333335	1	BxRIL	Z010
B73xZ011E0008	169.073333333334	1	BxRIL	Z011
B73xZ011E0009	175.219076039741	1	BxRIL	Z011
B73xZ011E0012	176.080000000001	1	BxRIL	Z011
B73xZ011E0016	188.245380198703	1	BxRIL	Z011
B73xZ011E0062	178.51692396026	1	BxRIL	Z011
B73xZ011E0079	181.531666666667	1	BxRIL	Z011
B73xZ011E0144	136.869076039739	1	BxRIL	Z011
B73xZ011E0146	167.115000000001	1	BxRIL	Z011
B73xZ011E0160	175.34	1	BxRIL	Z011
B73xZ011E0162	132.475076039743	1	BxRIL	Z011
B73xZ011E0169	164.285000000001	1	BxRIL	Z011
B73xZ011E0175	159.693333333334	1	BxRIL	Z011
B73xZ011E0182	191.092046865373	1	BxRIL	Z011
B73xZ011E0195	182.448333333334	1	BxRIL	Z011
B73xZ011E0198	174.262690099353	1	BxRIL	Z011
B73xZ012E0008	165.863076039742	1	BxRIL	Z012
B73xZ012E0012	194.473333333336	1	BxRIL	Z012
B73xZ012E0014	184.922690099354	1	BxRIL	Z012
B73xZ012E0026	145.391793399568	1	BxRIL	Z012
B73xZ012E0042	193.777076039741	1	BxRIL	Z012
B73xZ012E0055	182.191076039742	1	BxRIL	Z012
B73xZ012E0058	199.898333333336	1	BxRIL	Z012
B73xZ012E0098	192.117076039741	1	BxRIL	Z012
B73xZ012E0102	182.821076039743	1	BxRIL	Z012
B73xZ012E0117	161.656666666667	1	BxRIL	Z012
B73xZ012E0159	166.320000000001	1	BxRIL	Z012
B73xZ013E0060	154.768333333335	1	BxRIL	Z013
B73xZ013E0204	164.843333333334	1	BxRIL	Z013
B73xZ013E0207	166.481666666668	1	BxRIL	Z013
B73xZ013E0213	163.908333333334	1	BxRIL	Z013
B73xZ013E0216	176.431666666667	1	BxRIL	Z013
B73xZ013E0224	157.132690099353	1	BxRIL	Z013
B73xZ013E0227	164.263076039742	1	BxRIL	Z013
B73xZ013E0231	157.988333333333	1	BxRIL	Z013
B73xZ013E0233	166.473333333334	1	BxRIL	Z013
B73xZ013E0234	165.143076039741	1	BxRIL	Z013
B73xZ013E0236	187.840000000001	1	BxRIL	Z013
B73xZ013E0238	163.207690099353	1	BxRIL	Z013
B73xZ013E0239	177.837690099353	1	BxRIL	Z013
B73xZ013E0240	161.390190099353	1	BxRIL	Z013
B73xZ013E0251	174.108333333335	1	BxRIL	Z013
B73xZ013E0256	177.176923960261	1	BxRIL	Z013
B73xZ013E0288	180.653076039741	1	BxRIL	Z013
B73xZ013E0289	202.640190099352	1	BxRIL	Z013
B73xZ013E0290	171.550380198705	1	BxRIL	Z013
B73xZ013E0291	169.173076039742	1	BxRIL	Z013
B73xZ013E0292	197.388333333335	1	BxRIL	Z013
B73xZ013E0308	146.155076039741	1	BxRIL	Z013
B73xZ013E0311	175.769076039741	1	BxRIL	Z013
B73xZ013E0316	159.795190099353	1	BxRIL	Z013
B73xZ013E0319	155.040000000001	1	BxRIL	Z013
B73xZ013E0323	161.862046865372	1	BxRIL	Z013
B73xZ014E0005	200.833333333335	1	BxRIL	Z014
B73xZ014E0012	190.245	1	BxRIL	Z014
