Genotype	KC	Fix	pop$	FID$
Z026E0125	383.030393270575	1	NAMRIL	Z026
Z026E0126	318.422164557364	1	NAMRIL	Z026
Z026E0127	304.185223490875	1	NAMRIL	Z026
Z026E0128	232.477494396633	1	NAMRIL	Z026
Z026E0129	280.794911438506	1	NAMRIL	Z026
Z026E0130	262.724484411081	1	NAMRIL	Z026
Z026E0131	274.831643312619	1	NAMRIL	Z026
Z026E0132	253.741400027277	1	NAMRIL	Z026
Z026E0133	236.801530161992	1	NAMRIL	Z026
Z026E0134	157.52059296694	1	NAMRIL	Z026
Z026E0135	219.466029017633	1	NAMRIL	Z026
Z026E0136	212.599629644978	1	NAMRIL	Z026
Z026E0137	163.454768082415	1	NAMRIL	Z026
Z026E0138	348.143259586905	1	NAMRIL	Z026
Z026E0139	317.680499213638	1	NAMRIL	Z026
Z026E0140	213.605214271137	1	NAMRIL	Z026
Z026E0141	235.224417562216	1	NAMRIL	Z026
Z026E0142	366.390247993645	1	NAMRIL	Z026
Z026E0143	236.099023923776	1	NAMRIL	Z026
Z026E0144	196.664259820803	1	NAMRIL	Z026
Z026E0145	266.905079200026	1	NAMRIL	Z026
Z026E0146	237.481968999975	1	NAMRIL	Z026
Z026E0147	192.622086062973	1	NAMRIL	Z026
Z026E0148	195.958345191349	1	NAMRIL	Z026
Z026E0149	295.01598799954	1	NAMRIL	Z026
Z026E0150	100.571954977227	1	NAMRIL	Z026
Z026E0151	201.759984145347	1	NAMRIL	Z026
Z026E0152	198.120950545915	1	NAMRIL	Z026
Z026E0153	276.749911322558	1	NAMRIL	Z026
Z026E0154	68.4876111628025	1	NAMRIL	Z026
Z026E0155	278.780105411862	1	NAMRIL	Z026
Z026E0156	265.442296651099	1	NAMRIL	Z026
Z026E0157	373.471399036995	1	NAMRIL	Z026
Z026E0158	221.305268226056	1	NAMRIL	Z026
Z026E0159	371.680522775122	1	NAMRIL	Z026
Z026E0160	401.981934011249	1	NAMRIL	Z026
Z026E0161	235.386013592848	1	NAMRIL	Z026
Z026E0162	284.593019309847	1	NAMRIL	Z026
Z026E0163	215.627915093729	1	NAMRIL	Z026
Z026E0164	328.111033377844	1	NAMRIL	Z026
Z026E0165	190.543605897689	1	NAMRIL	Z026
Z026E0166	244.540014483318	1	NAMRIL	Z026
Z026E0167	172.982927701607	1	NAMRIL	Z026
Z026E0168	329.942961697537	1	NAMRIL	Z026
Z026E0169	357.290919148965	1	NAMRIL	Z026
Z026E0170	323.58847050852	1	NAMRIL	Z026
Z026E0171	353.294757122337	1	NAMRIL	Z026
Z026E0172	268.766397897769	1	NAMRIL	Z026
Z026E0173	326.445754304746	1	NAMRIL	Z026
Z026E0174	319.214199581834	1	NAMRIL	Z026
Z026E0175	318.920910277952	1	NAMRIL	Z026
Z026E0176	269.936672726655	1	NAMRIL	Z026
Z026E0177	193.173009691594	1	NAMRIL	Z026
Z026E0178	245.896914476316	1	NAMRIL	Z026
Z026E0179	324.548464444206	1	NAMRIL	Z026
Z026E0180	233.847242095127	1	NAMRIL	Z026
Z026E0181	84.6617612636621	1	NAMRIL	Z026
Z026E0182	168.349684043076	1	NAMRIL	Z026
Z026E0183	366.666637857998	1	NAMRIL	Z026
Z026E0184	374.290079809022	1	NAMRIL	Z026
Z026E0185	298.533721274658	1	NAMRIL	Z026
Z026E0186	295.460233475734	1	NAMRIL	Z026
Z026E0187	128.501114932163	1	NAMRIL	Z026
Z026E0188	162.647523049325	1	NAMRIL	Z026
Z026E0189	299.02265005821	1	NAMRIL	Z026
Z026E0190	332.965885953989	1	NAMRIL	Z026
Z026E0191	219.178184177555	1	NAMRIL	Z026
Z026E0192	277.054844580449	1	NAMRIL	Z026
Z026E0193	240.866988907218	1	NAMRIL	Z026
Z026E0194	257.695535616229	1	NAMRIL	Z026
Z026E0195	342.939068343248	1	NAMRIL	Z026
Z026E0196	208.440229266556	1	NAMRIL	Z026
Z026E0197	236.719886692971	1	NAMRIL	Z026
Z026E0198	336.404310034266	1	NAMRIL	Z026
Z026E0199	218.179919347463	1	NAMRIL	Z026
Z026E0200	182.16995363474	1	NAMRIL	Z026
Z026E0201	376.931842687556	1	NAMRIL	Z026
Z026E0202	236.230403534431	1	NAMRIL	Z026
Z026E0222	337.47310585729	1	NAMRIL	Z026
Z026E0225	222.838185222368	1	NAMRIL	Z026
Z026E0230	112.420841048927	1	NAMRIL	Z026
Z026E0231	210.312165531791	1	NAMRIL	Z026
Z026E0232	91.5724847392764	1	NAMRIL	Z026
B73xZ001E0002	507.694170837983	1	BxRIL	Z001
B73xZ001E0003	464.833333333335	1	BxRIL	Z001
B73xZ001E0004	555.666666666667	1	BxRIL	Z001
B73xZ001E0006	457.235427094923	1	BxRIL	Z001
B73xZ001E0016	578.833333333338	1	BxRIL	Z001
B73xZ001E0030	585.235427094924	1	BxRIL	Z001
B73xZ001E0038	609.999999999998	1	BxRIL	Z001
B73xZ001E0078	468.29417083797	1	BxRIL	Z001
B73xZ001E0101	612.499999999994	1	BxRIL	Z001
B73xZ001E0112	467.000000000005	1	BxRIL	Z001
B73xZ001E0128	462.666666666666	1	BxRIL	Z001
B73xZ001E0151	399.833333333329	1	BxRIL	Z001
B73xZ001E0170	508.735427094923	1	BxRIL	Z001
B73xZ001E0198	445.985427094923	1	BxRIL	Z001
B73xZ002E0001	380.749999999995	1	BxRIL	Z002
B73xZ002E0023	623.894170837977	1	BxRIL	Z002
B73xZ002E0046	559.333333333337	1	BxRIL	Z002
B73xZ002E0106	406.235427094939	1	BxRIL	Z002
B73xZ002E0116	569.235427094929	1	BxRIL	Z002
B73xZ002E0126	551.666666666665	1	BxRIL	Z002
B73xZ002E0136	491.294170837973	1	BxRIL	Z002
B73xZ002E0152	567.666666666674	1	BxRIL	Z002
B73xZ002E0156	471.16666666667	1	BxRIL	Z002
B73xZ002E0159	548.694170837976	1	BxRIL	Z002
B73xZ002E0163	510.485427094923	1	BxRIL	Z002
B73xZ002E0175	593.166666666667	1	BxRIL	Z002
B73xZ002E0187	505.694170837971	1	BxRIL	Z002
B73xZ002E0193	652.16666666668	1	BxRIL	Z002
B73xZ002E0197	505.294170837971	1	BxRIL	Z002
B73xZ002E0217	508.094170837971	1	BxRIL	Z002
B73xZ003E0008	536.235427094924	1	BxRIL	Z003
B73xZ003E0022	321.094170837957	1	BxRIL	Z003
B73xZ003E0071	441.294170837966	1	BxRIL	Z003
B73xZ003E0075	392.485427094931	1	BxRIL	Z003
B73xZ003E0077	319.500000000027	1	BxRIL	Z003
B73xZ003E0088	526.000000000005	1	BxRIL	Z003
B73xZ003E0098	376.485427094924	1	BxRIL	Z003
B73xZ003E0195	355.735427094939	1	BxRIL	Z003
B73xZ003E0197	496.66666666667	1	BxRIL	Z003
B73xZ003E0212	431.333333333344	1	BxRIL	Z003
B73xZ004E0001	584.694170837967	1	BxRIL	Z004
B73xZ004E0005	438.294170837978	1	BxRIL	Z004
B73xZ004E0021	558.666666666671	1	BxRIL	Z004
B73xZ004E0027	560.494170837968	1	BxRIL	Z004
B73xZ004E0040	566.47085418984	1	BxRIL	Z004
B73xZ004E0043	531.494170837972	1	BxRIL	Z004
B73xZ004E0046	604.294170837966	1	BxRIL	Z004
B73xZ004E0049	313.749999999997	1	BxRIL	Z004
B73xZ004E0052	436.000000000001	1	BxRIL	Z004
B73xZ004E0054	428.666666666685	1	BxRIL	Z004
B73xZ004E0058	529.804187523177	1	BxRIL	Z004
B73xZ004E0061	651.094170837973	1	BxRIL	Z004
B73xZ004E0063	425.333333333328	1	BxRIL	Z004
B73xZ004E0069	715.305829162019	1	BxRIL	Z004
B73xZ004E0071	440.494170837971	1	BxRIL	Z004
B73xZ004E0081	464.294170837968	1	BxRIL	Z004
B73xZ004E0083	265.137520856534	1	BxRIL	Z004
B73xZ004E0096	476.294170837975	1	BxRIL	Z004
B73xZ004E0098	574.235427094924	1	BxRIL	Z004
B73xZ004E0102	498.985427094924	1	BxRIL	Z004
B73xZ004E0111	434.694170837976	1	BxRIL	Z004
B73xZ004E0115	635.235427094928	1	BxRIL	Z004
B73xZ004E0126	617.333333333335	1	BxRIL	Z004
B73xZ004E0136	458.494170837966	1	BxRIL	Z004
B73xZ004E0141	572.494170837969	1	BxRIL	Z004
B73xZ004E0161	443.166666666662	1	BxRIL	Z004
B73xZ004E0162	626.804187523181	1	BxRIL	Z004
B73xZ004E0163	290.094170837949	1	BxRIL	Z004
B73xZ004E0175	603.735427094924	1	BxRIL	Z004
B73xZ004E0190	482.470854189845	1	BxRIL	Z004
B73xZ004E0191	538.705829162028	1	BxRIL	Z004
B73xZ004E0199	437.500000000006	1	BxRIL	Z004
B73xZ004E0208	501.694170837971	1	BxRIL	Z004
B73xZ004E0232	548.894170837975	1	BxRIL	Z004
B73xZ005E0004	572.294170837969	1	BxRIL	Z005
B73xZ005E0012	424.89417083798	1	BxRIL	Z005
B73xZ005E0013	540.333333333335	1	BxRIL	Z005
B73xZ005E0014	429.666666666664	1	BxRIL	Z005
B73xZ005E0021	539.29417083797	1	BxRIL	Z005
B73xZ005E0027	689.485427094923	1	BxRIL	Z005
B73xZ005E0042	564.833333333336	1	BxRIL	Z005
B73xZ005E0043	527.69417083797	1	BxRIL	Z005
B73xZ005E0048	411.80418752319	1	BxRIL	Z005
B73xZ005E0055	522.66666666667	1	BxRIL	Z005
B73xZ005E0061	523.894170837972	1	BxRIL	Z005
B73xZ005E0063	473.485427094925	1	BxRIL	Z005
B73xZ005E0066	288.470854189827	1	BxRIL	Z005
B73xZ005E0075	518.894170837971	1	BxRIL	Z005
B73xZ005E0079	575.333333333333	1	BxRIL	Z005
B73xZ005E0083	461.694170837976	1	BxRIL	Z005
B73xZ005E0093	547.333333333333	1	BxRIL	Z005
B73xZ005E0096	423.176381936713	1	BxRIL	Z005
B73xZ005E0097	523.494170837969	1	BxRIL	Z005
B73xZ005E0099	521.333333333336	1	BxRIL	Z005
B73xZ005E0100	302.470854189861	1	BxRIL	Z005
B73xZ005E0111	553.509715270055	1	BxRIL	Z005
B73xZ005E0112	571.705829162036	1	BxRIL	Z005
B73xZ005E0113	494.666666666669	1	BxRIL	Z005
B73xZ005E0117	446.970854189849	1	BxRIL	Z005
B73xZ005E0119	453.485427094922	1	BxRIL	Z005
B73xZ005E0139	570.694170837972	1	BxRIL	Z005
B73xZ005E0149	549.750000000002	1	BxRIL	Z005
B73xZ005E0155	444.494170837967	1	BxRIL	Z005
B73xZ005E0158	513.894170837972	1	BxRIL	Z005
B73xZ005E0173	540.66666666667	1	BxRIL	Z005
B73xZ006E0012	487.500000000002	1	BxRIL	Z006
B73xZ006E0016	607.705829162031	1	BxRIL	Z006
B73xZ006E0027	532.166666666669	1	BxRIL	Z006
B73xZ006E0028	556.500000000002	1	BxRIL	Z006
B73xZ006E0041	544.333333333335	1	BxRIL	Z006
B73xZ006E0088	578.694170837972	1	BxRIL	Z006
B73xZ006E0124	417.694170837971	1	BxRIL	Z006
B73xZ006E0125	482.894170837971	1	BxRIL	Z006
B73xZ006E0147	375.985427094929	1	BxRIL	Z006
B73xZ006E0154	672.529145810155	1	BxRIL	Z006
B73xZ006E0160	571.485427094925	1	BxRIL	Z006
B73xZ006E0171	584.16666666667	1	BxRIL	Z006
B73xZ006E0179	567.500000000006	1	BxRIL	Z006
B73xZ006E0189	598.485427094927	1	BxRIL	Z006
B73xZ006E0193	505.500000000003	1	BxRIL	Z006
B73xZ006E0196	583.666666666668	1	BxRIL	Z006
B73xZ007E0015	501.500000000003	1	BxRIL	Z007
B73xZ007E0117	494.894170837972	1	BxRIL	Z007
B73xZ007E0123	534.694170837972	1	BxRIL	Z007
B73xZ008E0006	425.66666666667	1	BxRIL	Z008
B73xZ008E0009	467.694170837972	1	BxRIL	Z008
B73xZ008E0013	444.905829162072	1	BxRIL	Z008
B73xZ008E0017	491.894170837971	1	BxRIL	Z008
B73xZ008E0033	436.000000000012	1	BxRIL	Z008
B73xZ008E0040	438.166666666676	1	BxRIL	Z008
B73xZ008E0041	554.000000000004	1	BxRIL	Z008
B73xZ008E0047	383.505829162017	1	BxRIL	Z008
B73xZ008E0054	283.529145810199	1	BxRIL	Z008
B73xZ008E0056	485.235427094922	1	BxRIL	Z008
B73xZ008E0059	417.764572905081	1	BxRIL	Z008
B73xZ008E0062	566.666666666671	1	BxRIL	Z008
B73xZ008E0064	355.333333333327	1	BxRIL	Z008
B73xZ008E0072	538.333333333338	1	BxRIL	Z008
B73xZ008E0075	489.500000000002	1	BxRIL	Z008
B73xZ008E0094	710.694170837973	1	BxRIL	Z008
B73xZ008E0099	410.694170837972	1	BxRIL	Z008
B73xZ008E0123	570.333333333332	1	BxRIL	Z008
B73xZ008E0127	463.485427094924	1	BxRIL	Z008
B73xZ008E0134	484.294170837974	1	BxRIL	Z008
B73xZ008E0139	354.694170837963	1	BxRIL	Z008
B73xZ008E0141	604.494170837962	1	BxRIL	Z008
B73xZ008E0143	666.833333333344	1	BxRIL	Z008
B73xZ008E0172	407.166666666673	1	BxRIL	Z008
B73xZ008E0174	440.833333333342	1	BxRIL	Z008
B73xZ008E0177	493.666666666668	1	BxRIL	Z008
B73xZ008E0178	460.235427094921	1	BxRIL	Z008
B73xZ008E0183	521.485427094923	1	BxRIL	Z008
B73xZ009E0015	588.333333333331	1	BxRIL	Z009
B73xZ009E0025	524.500000000005	1	BxRIL	Z009
B73xZ009E0031	560.833333333333	1	BxRIL	Z009
B73xZ009E0051	497.666666666669	1	BxRIL	Z009
B73xZ009E0055	471.500000000001	1	BxRIL	Z009
B73xZ009E0061	517.000000000002	1	BxRIL	Z009
B73xZ009E0062	391.666666666665	1	BxRIL	Z009
B73xZ009E0063	429.500000000011	1	BxRIL	Z009
B73xZ009E0082	510.333333333336	1	BxRIL	Z009
B73xZ009E0095	573.735427094926	1	BxRIL	Z009
B73xZ009E0096	571.000000000003	1	BxRIL	Z009
B73xZ009E0114	530.166666666668	1	BxRIL	Z009
B73xZ009E0125	545.894170837971	1	BxRIL	Z009
B73xZ009E0133	444.985427094931	1	BxRIL	Z009
B73xZ009E0136	482.166666666671	1	BxRIL	Z009
B73xZ009E0137	344.500000000015	1	BxRIL	Z009
B73xZ009E0143	463.833333333334	1	BxRIL	Z009
B73xZ009E0145	595.500000000009	1	BxRIL	Z009
B73xZ009E0149	631	1	BxRIL	Z009
B73xZ009E0150	598.666666666662	1	BxRIL	Z009
B73xZ009E0153	420.666666666669	1	BxRIL	Z009
B73xZ009E0155	569.833333333327	1	BxRIL	Z009
B73xZ009E0167	530.833333333336	1	BxRIL	Z009
B73xZ009E0169	667.666666666655	1	BxRIL	Z009
B73xZ009E0170	567.833333333338	1	BxRIL	Z009
B73xZ009E0173	409.735427094923	1	BxRIL	Z009
B73xZ009E0176	616.499999999997	1	BxRIL	Z009
B73xZ009E0177	610.66666666667	1	BxRIL	Z009
B73xZ009E0178	493.833333333337	1	BxRIL	Z009
B73xZ009E0179	641.500000000009	1	BxRIL	Z009
B73xZ009E0193	431.09417083796	1	BxRIL	Z009
B73xZ009E0219	363.294170837967	1	BxRIL	Z009
B73xZ010E0001	518.16666666667	1	BxRIL	Z010
B73xZ010E0002	582.894170837973	1	BxRIL	Z010
B73xZ010E0009	593.166666666668	1	BxRIL	Z010
B73xZ010E0055	361.094170837966	1	BxRIL	Z010
B73xZ010E0062	319.694170837985	1	BxRIL	Z010
B73xZ010E0141	369.694170837972	1	BxRIL	Z010
B73xZ010E0146	513.66666666667	1	BxRIL	Z010
B73xZ010E0148	469.66666666667	1	BxRIL	Z010
B73xZ010E0149	467.666666666673	1	BxRIL	Z010
B73xZ010E0154	349.843048603367	1	BxRIL	Z010
B73xZ010E0175	213.166666666687	1	BxRIL	Z010
B73xZ010E0182	292.666666666689	1	BxRIL	Z010
B73xZ011E0008	556.000000000001	1	BxRIL	Z011
B73xZ011E0009	322.500000000004	1	BxRIL	Z011
B73xZ011E0012	565.666666666674	1	BxRIL	Z011
B73xZ011E0016	111.970854189814	1	BxRIL	Z011
B73xZ011E0062	417.705829162033	1	BxRIL	Z011
B73xZ011E0079	493.500000000001	1	BxRIL	Z011
B73xZ011E0144	287.970854189829	1	BxRIL	Z011
B73xZ011E0146	457.305829162044	1	BxRIL	Z011
B73xZ011E0160	405.500000000003	1	BxRIL	Z011
B73xZ011E0162	163.470854189864	1	BxRIL	Z011
B73xZ011E0169	435.494170837973	1	BxRIL	Z011
B73xZ011E0175	306.305829162038	1	BxRIL	Z011
B73xZ011E0182	313.137520856507	1	BxRIL	Z011
B73xZ011E0195	658.666666666675	1	BxRIL	Z011
B73xZ011E0198	454.235427094923	1	BxRIL	Z011
B73xZ012E0008	491.094170837969	1	BxRIL	Z012
B73xZ012E0012	512.833333333336	1	BxRIL	Z012
B73xZ012E0014	528.985427094924	1	BxRIL	Z012
B73xZ012E0026	388.470854189844	1	BxRIL	Z012
B73xZ012E0042	585.094170837971	1	BxRIL	Z012
B73xZ012E0055	638.094170837967	1	BxRIL	Z012
B73xZ012E0058	563.494170837966	1	BxRIL	Z012
B73xZ012E0098	518.894170837971	1	BxRIL	Z012
B73xZ012E0102	534.094170837971	1	BxRIL	Z012
B73xZ012E0117	470.294170837974	1	BxRIL	Z012
B73xZ012E0159	509.894170837971	1	BxRIL	Z012
B73xZ013E0060	542.750000000001	1	BxRIL	Z013
B73xZ013E0204	443.894170837969	1	BxRIL	Z013
B73xZ013E0207	555.000000000003	1	BxRIL	Z013
B73xZ013E0213	536.000000000002	1	BxRIL	Z013
B73xZ013E0216	605.500000000006	1	BxRIL	Z013
B73xZ013E0224	445.235427094925	1	BxRIL	Z013
B73xZ013E0227	512.750000000003	1	BxRIL	Z013
B73xZ013E0231	336.500000000025	1	BxRIL	Z013
B73xZ013E0233	423.094170837972	1	BxRIL	Z013
B73xZ013E0234	501.894170837971	1	BxRIL	Z013
B73xZ013E0236	418.894170837976	1	BxRIL	Z013
B73xZ013E0238	454.735427094927	1	BxRIL	Z013
B73xZ013E0239	587.137520856511	1	BxRIL	Z013
B73xZ013E0240	413.804187523176	1	BxRIL	Z013
B73xZ013E0251	501.666666666669	1	BxRIL	Z013
B73xZ013E0256	514.705829162035	1	BxRIL	Z013
B73xZ013E0288	532.494170837973	1	BxRIL	Z013
B73xZ013E0289	481.137520856509	1	BxRIL	Z013
B73xZ013E0290	504.970854189843	1	BxRIL	Z013
B73xZ013E0291	419.735427094921	1	BxRIL	Z013
B73xZ013E0292	574.83333333334	1	BxRIL	Z013
B73xZ013E0308	414.735427094922	1	BxRIL	Z013
B73xZ013E0311	472.485427094925	1	BxRIL	Z013
B73xZ013E0316	498.804187523176	1	BxRIL	Z013
B73xZ013E0319	419.985427094927	1	BxRIL	Z013
B73xZ013E0323	473.13752085651	1	BxRIL	Z013
B73xZ014E0005	658.333333333332	1	BxRIL	Z014
B73xZ014E0012	664.000000000002	1	BxRIL	Z014
B73xZ014E0017	583.500000000003	1	BxRIL	Z014
B73xZ014E0021	544.000000000001	1	BxRIL	Z014
B73xZ014E0052	750.529145810153	1	BxRIL	Z014
B73xZ014E0075	459.16666666667	1	BxRIL	Z014
B73xZ014E0084	528.69417083797	1	BxRIL	Z014
B73xZ014E0098	420.485427094932	1	BxRIL	Z014
B73xZ014E0099	438.833333333335	1	BxRIL	Z014
B73xZ014E0144	604.305829162038	1	BxRIL	Z014
B73xZ014E0146	601.833333333335	1	BxRIL	Z014
B73xZ014E0162	570.494170837968	1	BxRIL	Z014
B73xZ014E0166	599.833333333344	1	BxRIL	Z014
B73xZ014E0167	621.5	1	BxRIL	Z014
B73xZ014E0168	582.000000000003	1	BxRIL	Z014
B73xZ014E0197	634.094170837978	1	BxRIL	Z014
B73xZ014E0199	520.494170837971	1	BxRIL	Z014
B73xZ015E0013	474.49417083797	1	BxRIL	Z015
B73xZ015E0019	574.985427094924	1	BxRIL	Z015
B73xZ015E0022	543.833333333336	1	BxRIL	Z015
B73xZ015E0023	422.694170837981	1	BxRIL	Z015
B73xZ015E0026	464.294170837969	1	BxRIL	Z015
B73xZ015E0029	659.137520856509	1	BxRIL	Z015
B73xZ015E0033	565.000000000007	1	BxRIL	Z015
B73xZ015E0036	383.735427094914	1	BxRIL	Z015
B73xZ015E0038	475.985427094924	1	BxRIL	Z015
B73xZ015E0041	481.735427094923	1	BxRIL	Z015
B73xZ015E0042	253.470854189862	1	BxRIL	Z015
B73xZ015E0059	486.500000000001	1	BxRIL	Z015
B73xZ015E0063	555.305829162037	1	BxRIL	Z015
B73xZ015E0071	468.970854189845	1	BxRIL	Z015
B73xZ015E0074	536.166666666672	1	BxRIL	Z015
B73xZ015E0080	482.094170837972	1	BxRIL	Z015
B73xZ015E0084	493.500000000002	1	BxRIL	Z015
B73xZ015E0102	512.894170837971	1	BxRIL	Z015
B73xZ015E0105	585.666666666672	1	BxRIL	Z015
B73xZ015E0118	550	1	BxRIL	Z015
B73xZ015E0123	524.823618063283	1	BxRIL	Z015
B73xZ015E0127	555.000000000001	1	BxRIL	Z015
B73xZ015E0135	589.804187523169	1	BxRIL	Z015
B73xZ015E0142	478.485427094923	1	BxRIL	Z015
B73xZ015E0148	474.985427094923	1	BxRIL	Z015
B73xZ015E0155	518.166666666669	1	BxRIL	Z015
B73xZ015E0158	451.666666666669	1	BxRIL	Z015
B73xZ015E0160	504.000000000003	1	BxRIL	Z015
B73xZ015E0163	395.333333333336	1	BxRIL	Z015
B73xZ015E0164	487.833333333337	1	BxRIL	Z015
B73xZ015E0170	560.90582916203	1	BxRIL	Z015
B73xZ015E0199	486.494170837971	1	BxRIL	Z015
B73xZ015E0230	470.500000000005	1	BxRIL	Z015
B73xZ015E0236	386.5	1	BxRIL	Z015
B73xZ016E0002	667.500000000003	1	BxRIL	Z016
B73xZ016E0019	579.000000000008	1	BxRIL	Z016
B73xZ016E0021	499.294170837972	1	BxRIL	Z016
B73xZ016E0027	493.333333333336	1	BxRIL	Z016
B73xZ016E0028	483.000000000003	1	BxRIL	Z016
B73xZ016E0030	471.485427094925	1	BxRIL	Z016
B73xZ016E0047	701.485427094916	1	BxRIL	Z016
B73xZ016E0058	689.33333333334	1	BxRIL	Z016
B73xZ016E0063	527.485427094922	1	BxRIL	Z016
B73xZ016E0065	570.166666666673	1	BxRIL	Z016
B73xZ016E0070	612.500000000002	1	BxRIL	Z016
B73xZ016E0075	527.833333333337	1	BxRIL	Z016
B73xZ016E0077	556.833333333337	1	BxRIL	Z016
B73xZ016E0079	629.666666666675	1	BxRIL	Z016
B73xZ016E0080	557.833333333335	1	BxRIL	Z016
B73xZ016E0081	712.999999999997	1	BxRIL	Z016
B73xZ016E0084	628.166666666683	1	BxRIL	Z016
B73xZ016E0103	629.500000000003	1	BxRIL	Z016
B73xZ016E0112	635.294170837976	1	BxRIL	Z016
B73xZ016E0115	391.166666666659	1	BxRIL	Z016
B73xZ016E0117	532.294170837972	1	BxRIL	Z016
B73xZ016E0118	539.985427094922	1	BxRIL	Z016
B73xZ016E0119	589.000000000004	1	BxRIL	Z016
B73xZ016E0121	506.804187523177	1	BxRIL	Z016
B73xZ016E0122	690.80418752318	1	BxRIL	Z016
B73xZ016E0128	514.49417083797	1	BxRIL	Z016
B73xZ016E0132	503.137520856509	1	BxRIL	Z016
B73xZ016E0133	571.000000000002	1	BxRIL	Z016
B73xZ016E0134	396.485427094918	1	BxRIL	Z016
B73xZ016E0135	554.094170837972	1	BxRIL	Z016
B73xZ016E0136	612.970854189844	1	BxRIL	Z016
B73xZ016E0137	531.16666666667	1	BxRIL	Z016
B73xZ016E0138	628.666666666676	1	BxRIL	Z016
B73xZ016E0143	528.000000000004	1	BxRIL	Z016
B73xZ016E0144	698.666666666679	1	BxRIL	Z016
B73xZ016E0149	673.333333333333	1	BxRIL	Z016
B73xZ016E0150	622.999999999999	1	BxRIL	Z016
B73xZ016E0153	544.666666666667	1	BxRIL	Z016
B73xZ016E0157	623.000000000006	1	BxRIL	Z016
B73xZ016E0160	552.833333333338	1	BxRIL	Z016
B73xZ016E0161	699.000000000005	1	BxRIL	Z016
B73xZ016E0162	549.735427094923	1	BxRIL	Z016
B73xZ016E0194	633.000000000009	1	BxRIL	Z016
B73xZ016E0198	526.166666666669	1	BxRIL	Z016
B73xZ016E0220	545.166666666669	1	BxRIL	Z016
B73xZ016E0251	491.235427094923	1	BxRIL	Z016
B73xZ016E0254	543.833333333337	1	BxRIL	Z016
B73xZ018E0023	459.833333333333	1	BxRIL	Z018
B73xZ018E0027	577.094170837969	1	BxRIL	Z018
B73xZ018E0030	549.735427094922	1	BxRIL	Z018
B73xZ018E0032	487.985427094923	1	BxRIL	Z018
B73xZ018E0039	533.89417083797	1	BxRIL	Z018
B73xZ018E0042	590.166666666671	1	BxRIL	Z018
B73xZ018E0049	637.500000000001	1	BxRIL	Z018
B73xZ018E0053	707.666666666671	1	BxRIL	Z018
B73xZ018E0061	458.094170837971	1	BxRIL	Z018
B73xZ018E0067	698.666666666662	1	BxRIL	Z018
B73xZ018E0077	663.494170837978	1	BxRIL	Z018
B73xZ018E0078	605.705829162033	1	BxRIL	Z018
B73xZ018E0096	585.66666666667	1	BxRIL	Z018
B73xZ018E0114	468.894170837971	1	BxRIL	Z018
B73xZ018E0121	402.666666666673	1	BxRIL	Z018
B73xZ018E0122	437.294170837968	1	BxRIL	Z018
B73xZ018E0130	561.485427094924	1	BxRIL	Z018
B73xZ018E0138	638.894170837971	1	BxRIL	Z018
B73xZ018E0139	477.894170837974	1	BxRIL	Z018
B73xZ018E0141	635.294170837974	1	BxRIL	Z018
B73xZ018E0148	586.66666666667	1	BxRIL	Z018
B73xZ018E0150	491.666666666669	1	BxRIL	Z018
B73xZ018E0158	558.69417083797	1	BxRIL	Z018
B73xZ018E0160	493.49028472995	1	BxRIL	Z018
B73xZ018E0163	534.235427094923	1	BxRIL	Z018
B73xZ018E0164	599.494170837971	1	BxRIL	Z018
B73xZ018E0171	577.294170837973	1	BxRIL	Z018
B73xZ018E0172	487.094170837971	1	BxRIL	Z018
B73xZ018E0173	608.999999999996	1	BxRIL	Z018
B73xZ018E0177	418.894170837968	1	BxRIL	Z018
B73xZ018E0179	542.094170837972	1	BxRIL	Z018
B73xZ019E0004	518.509715270057	1	BxRIL	Z019
B73xZ019E0006	667.485427094923	1	BxRIL	Z019
B73xZ019E0011	573.000000000002	1	BxRIL	Z019
B73xZ019E0032	550.000000000006	1	BxRIL	Z019
B73xZ019E0069	557.833333333338	1	BxRIL	Z019
B73xZ019E0075	596.833333333343	1	BxRIL	Z019
B73xZ019E0111	557.333333333336	1	BxRIL	Z019
B73xZ019E0119	420.490284729941	1	BxRIL	Z019
B73xZ019E0124	626.500000000002	1	BxRIL	Z019
B73xZ019E0125	433.294170837967	1	BxRIL	Z019
B73xZ019E0138	695.000000000009	1	BxRIL	Z019
B73xZ019E0170	253.485427094927	1	BxRIL	Z019
B73xZ019E0177	536.694170837969	1	BxRIL	Z019
B73xZ019E0178	446.500000000007	1	BxRIL	Z019
B73xZ019E0194	555.494170837975	1	BxRIL	Z019
B73xZ019E0226	522.833333333335	1	BxRIL	Z019
B73xZ020E0009	736.529145810182	1	BxRIL	Z020
B73xZ020E0012	447.666666666665	1	BxRIL	Z020
B73xZ020E0015	380.666666666678	1	BxRIL	Z020
B73xZ020E0019	529.894170837971	1	BxRIL	Z020
B73xZ020E0025	476.985427094921	1	BxRIL	Z020
B73xZ020E0027	464.894170837972	1	BxRIL	Z020
B73xZ020E0029	382.494170837975	1	BxRIL	Z020
B73xZ020E0032	444.333333333332	1	BxRIL	Z020
B73xZ020E0034	632.5	1	BxRIL	Z020
B73xZ020E0038	517.166666666671	1	BxRIL	Z020
B73xZ020E0039	531.666666666669	1	BxRIL	Z020
B73xZ020E0041	605.49417083797	1	BxRIL	Z020
